,FN,FP,TN,TP,label_text,gpt,,,,,,,,
financial times,,,,,,,,,,,,,,
( c ) 2001 financial times limited . all rights reserved,,,,,,,,,,,,,,
dynegy ' s interest in enron was no doubt sparked by the chance to steal its houston - based neighbour ' s position as the number - one natural gas and power marketer in the us .,,,,,,,,,,,,,,
 the potential is staggering . if the companies combined ,,,,,,,,,,,,,,
dynegy ' s gas business is currently less than half the size of enron ' s ,,,,, duke ,,,,,,,,,
like enron ,,,,,,,,,,,,,,
it has also been looking to expand its wholesale operations well beyond a uk presence .,,,,,,,,,,,,,,
dynegy ' s online trading platform ,,,,,,,,,,,,,,
there are other links . chuck watson ,,,,, demonstrated by the fact that enron has helped bail out its new suitor in the past from potential trading losses .,,,,,,,,,
that counterparty relationship may give dynegy a powerful incentive to preserve enron in order to maintain stability in the energy markets . analysts say there would be a big shake - up in the energy markets were enron to fail ,,,,, and some ,,,,,,,,,
however ,,,,,,,,,,,,,,
some analysts said a deal might be perceived as a necessary bail - out for the trading industry ,,,,,,,,,,,,,,
others ,,,,, gas pipeline and storage infrastructure ,,,,,,,,,
carol coale ,,,,,,,,,,,,,,
 strategically and culturally ,,,,,,,,,,,,,,
carol levenson at gimme credit . com ,,,,,,,,,,,,,,
analysts took some comfort ,,,,,,,,,,,,,,
( c ) copyright financial times ltd . all rights reserved .,,,,,,,,,,,,,,
http : / / www . ft . com .,,,,,,,,,,,,,,
copyright ? 2000 dow jones it would also would have a spill - over effect on other energy traders if investors backed away from the entire sector .,,,,,,,,,,,,,,
the 50 to 100 large counter - parties that do business with enron daily could continue to trade without the market ' s biggest participant and even its trading platform ; telephone trading remains a substantial part of the business . but without enron ,,,,,,,,,,,,,,
 there ' s a fair amount of incentive for counter - parties to hang in there and not contribute directly into pushing ( enron ) over the brink ,,,,,,,,,,,,,,
so the majority has chosen stability over a bigger share of what would surely become a riskier market . they have continued to do business with enron on much the same terms they had before october 16 ,,,,,,,,,,,,,,
analysts had long advised investors to look past those questions . after all ,,,,, ranging from weather derivatives to coal . enron ' s revenue more than doubled to $ 101 bn from 1999 to 2000 .,,,,,,,,,
many admitted they were unsure how enron made its money . not only had the company so dramatically transformed itself from a traditional pipeline company but it had moved increasingly into unsupervised areas that made it harder to scrutinise enron ' s finances .,,,,,,,,,,,,,,
 it became a new age holding company ,,,,,,,,,,,,,,
those people included not only share market investors but also those in the business of buying and selling energy commodities . they needed goods and enron delivered more natural gas and electricity than anyone else ,,,,,,,,,,,,,,
they would go to the open market and purchase electricity ,,,,,,,,,,,,,,
but those who were originally most spooked by the prospect of business without enron - the energy traders - seem to have accepted the reality that enron will most likely never dominate the markets as it had in the past .,,,,,,,,,,,,,,
"analysts and traders say the trading markets themselves have remained stable throughout enron ' s troubles even as the risk of uncertainty has increased . """" no one knows their positions or how they ' re hedged in the market ",,,,,,,,,,,,,,
even though enron had been hailed as the innovator in building these markets to their current state of sophistication ,,,,,,,,,,,,,,
however ,,,,,,,,,,,,,,
enron ' s main competitors are now able offer better prices ,,,,, my sense is the industry has tried to give them the benefit of the doubt to see if they can resolve this situation ,,,,,,,,,
( c ) copyright financial times ltd . all rights reserved .,,,,,,,,,,,,,,
http : / / www . ft . com .,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
front page - companies & markets - enron rescue deal talks drag on .,,,,,,,,,,,,,,
by our financial staff .,,,,,,,,,,,,,,
11/09/2001,,,,,,,,,,,,,,
financial times,,,,,,,,,,,,,,
( c ) 2001 financial times limited . all rights reserved,,,,,,,,,,,,,,
front page - companies & markets - enron rescue deal talks drag on - us energy group forced to restate accounts since 1997 .,,,,,,,,,,,,,,
enron ,,,,,,,,,,,,,,
expectations of an early announcement of a rescue deal between enron and dynegy ,,,,,,,,,,,,,,
enron said it was terminating the employment of its treasurer and the general counsel of one of its divisions ,,,,,,,,,,,,,,
enron ,,,,, customers and regulators following last month ' s ill - explained decision to reduce shareholder equity by $ 1 . 2 bn ( # 820 m ) to meet off - balance - sheet obligations .,,,,,,,,,
it tried to clarify the situation yesterday by laying out the accounting basis for the shareholder equity reduction and providing more information about the limited partnerships formed by andy fastow ,,,,,,,,,,,,,,
enron said it believed mr fastow ,,,,,,,,,,,,,,
the group said it and its auditors had also decided some off - balance entities should have been included in its prior financial statements .,,,,,,,,,,,,,,
 we believe that the information we have made available addresses a number of the concerns that have been raised by our shareholders and the sec ( securities and exchange commission ) about these matters ,,,,, adding that the group would continue to respond to investors ' requests for information .,,,,,,,,,
the group ' s banks ,,,,, are also understood to want to syndicate them to spread the risk ,,,,,,,,,
in a regulatory filing ,,,,,,,,,,,,,,
enron ' s stock fell a further 5 per cent in morning trading - to $ 8 . 61 - and stands at barely a tenth of its level at the end of last year . the group ' s bonds rose only 4 points to 78 cents in the dollar reflecting scepticism about a rescue deal with dynegy . lex ,,,,,,,,,,,,,,
( c ) copyright financial times ltd . all rights reserved .,,,,,,,,,,,,,,
http : / / www . ft . com .,,,,,,,,,,,,,,
copyright ? 2000 dow jones & company ,,,,,,,,,,,,,,
lex column - enron .,,,,,,,,,,,,,,
11/09/2001,,,,,,,,,,,,,,
financial times,,,,,,,,,,,,,,
( c ) 2001 financial times limited . all rights reserved,,,,,,,,,,,,,,
enron,,,,,,,,,,,,,,
enron has provided the securities and exchange commission with some more detail on concerns it had raised over the last three weeks ,,,,, in turn ,,,,,,,,,
what emerges from the filing is an off - balance sheet mess of interlinking financing vehicles . the difficulty in unravelling it might be part of the reason why jp morgan chase and salomon smith barney insisted that their last loan should be secured with assets . no doubt other lenders would like similar security . more clearly ,,,,,,,,,,,,,,
it is hardly surprising that talks with dynegy about a capital injection have dragged on . would it really be wise for dynegy to take on risk that remains very hard to assess and to put its own debt rating in jeopardy ? enron might look cheap ,,,,,,,,,,,,,,
( c ) copyright financial times ltd . all rights reserved .,,,,,,,,,,,,,,
http : / / www . ft . com .,,,,,,,,,,,,,,
copyright ? 2000 dow jones troubled energy firm fires 2 more officials,,,,,,,,,,,,,,
peter behr,,,,,,,,,,,,,,
washington post staff writer,,,,,,,,,,,,,,
11/09/2001,,,,,,,,,,,,,,
the washington post,,,,,,,,,,,,,,
final,,,,,,,,,,,,,,
eol,,,,,,,,,,,,,,
copyright 2001 ,,,,,,,,,,,,,,
energy trading giant enron corp . disclosed yesterday that it had overstated its earnings by $ 567 million since 1997 ,,,,,,,,,,,,,,
enron ' s stock has plummeted and energy companies have avoided doing business with it since enron disclosed last month that its obligations to several partnerships involving company officials had reduced its shareholders ' equity by $ 1 . 2 billion . enron is facing a cash crunch ,,,,,,,,,,,,,,
as enron made its disclosures yesterday ,,,,,,,,,,,,,,
a rescue by dynegy and chevrontexaco corp . ,,,,, the sources said .,,,,,,,,,
enron ,,,,,,,,,,,,,,
it also fired treasurer ben glisan and a division general counsel ,,,,,,,,,,,,,,
the new disclosures were made to the securities and exchange commission ,,,,,,,,,,,,,,
the firings follow enron ' s dismissal of chief financial officer andrew fastow ,,,,,,,,,,,,,,
using capital from enron and private investors ,,,,,,,,,,,,,,
dynegy confirmed yesterday that it was in talks with enron about an acquisition ,,,,," """" said brian youngberg ",,,,,,,,,
another possible outcome could be a major investment in enron by dynegy and potentially other energy companies ,,,,,,,,,,,,,,
one question is whether a dynegy acquisition of enron would face a drawn - out regulatory and antitrust review that could block enron ' s chances of recovering .,,,,,,,,,,,,,,
 dynegy and enron together are two of the biggest players in the trading space . it ' s a great concentration of power ,,,,,,,,,,,,,,
if the dynegy deal is approved ,,,,, but the price fell steadily from that peak and has plummeted in the weeks since the losses from its partnership deals were disclosed . enron ' s stock closed yesterday at $ 8 . 41 ,,,,,,,,,
enron handles about one - quarter of all energy trades ,,,,, far more commonly the trades are financial deals between traders speculating on energy prices ,,,,,,,,,
energy companies and trading firms are working to reduce their vulnerability if enron were to fail .,,,,,,,,,,,,,,
 the inability to quantify possible risks is causing people to stay at arms length from enron now ,,,,,,,,,,,,,,
"plank said traders """" have been trying to neutralize their books to the impact of a potential failure on enron ' s part . we were able to get out of almost every trade [ involving enron ] . """" not everyone has been able to do it . """" but plank said energy markets are large enough to handle shocks .",,,,,,,,,,,,,,
 markets would be pretty volatile in natural gas ,,,,,,,,,,,,,,
bond - rating companies have sharply cut their ratings on enron ' s bonds since these disclosures ,,,,,,,,,,,,,,
analysts said that if enron ' s bond rating fell below investment grade ,,,,,,,,,,,,,,
two of the partnerships ,,,,, an analyst at fitch inc . ,,,,,,,,,
if enron ' s bond rating crashes ,,,,,,,,,,,,,,
 we don ' t believe the asset value that supports those partnership trusts at this point in time is fully adequate to pay down the debt ,,,,,,,,,,,,,,
" obviously there are a lot of options they [ enron officials ] are exploring . we are watching it very closely . """"",,,,,,,,,,,,,,
http : / / www . washingtonpost . com,,,,,,,,,,,,,,
copyright ? 2000 dow jones in return ,,,,,,,,,,,,,,
as it happened ,,,,,,,,,,,,,,
vince carter,,,,,,,,,,,,,,
of course ,,,,, depriving ljm 2 of potential profits . meanwhile , it made sense to unwind all the raptor deals with ljm 2 .,,,,,,,,
at this point ,,,,,,,,,,,,,,
the big question is whether ljm 2 actually took any losses itself from raptor . why is that crucial ? if enron shielded ljm 2 from losses ,,,,,,,,,,,,,,
seems like enron still has a whole lot more to tell us .,,,,,,,,,,,,,,
world stock markets - wall st surges as europe takes lead from fed americas .,,,,,,,,,,,,,,
by mary chung .,,,,,,,,,,,,,,
11/09/2001,,,,,,,,,,,,,,
financial times,,,,,,,,,,,,,,
( c ) 2001 financial times limited . all rights reserved,,,,,,,,,,,,,,
us stocks surged in morning trade after the bank of england and the european central bank followed the federal reserve ' s lead and lowered interest rates .,,,,,,,,,,,,,,
by midsession ,,,,, 132 . 04 . the nasdaq composite rose 41 . 23 to 1 ,,,,,,,,,
investors cheered as the eurozone and uk central banks both surprised markets with aggressive half - point cuts in interest rates to help revive slumping global economies .,,,,,,,,,,,,,,
they were also heartened by the latest unemployment data ,,,,,,,,,,,,,,
americans filing for first - time jobless claims last week .,,,,,,,,,,,,,,
markets rallied broadly with technology stocks taking the lead . sun microsystem gained 9 per cent at $ 13 . 72 and cisco systems added 3 . 6 per cent at $ 19 . 61 . semiconductor stocks were boosted by an upbeat global sales forecast from an industry trade group . intel ,,,,,,,,,,,,,,
xo communications was up 14 per cent at $ 1 . 33 after the company reported a smaller - than - expected third quarter loss .,,,,,,,,,,,,,,
dynergy rose 12 per cent at $ 37 after the energy group confirmed that it is in talks to acquire enron ,,,,,,,,,,,,,,
retail stocks were mostly higher with dow components wal - mart up 3 per cent at $ 55 . 36 and home depot 4 per cent at $ 43 . 49 . wal - mart reported higher same - store sales last month .,,,,,,,,,,,,,,
anntaylor was up 7 per cent at $ 26 . 18 and talbots 5 per cent at $ 32 . 60 in spite of the companies reporting a declines in october same - store sales .,,,,,,,,,,,,,,
barnes & noble ,,,,,,,,,,,,,,
financials were stronger with citigroup up 2 . 5 per cent at $ 49 . 31 and american express 4 . 8 per cent at $ 35 . 50 . other bright spots on the dow included walt disney up 3 . 5 per cent at $ 19 . 13 and alcoa 2 . 3 per cent at $ 35 . 17 .,,,,,,,,,,,,,,
coca - cola ,,,,,,,,,,,,,,
toronto was led upwards by technology issues in morning trade . by midsession the s & p tse 300 index had gained 0 . 7 per cent to 7 ,,,,,,,,,,,,,,
